SCHEMA,TABLE,STATUS,COUNT,MESSAGE
scott,TEST_FAIL,E,0,"('42S02', '[42S02] [Oracle][ODBC][Ora]ORA-00942: 테이블 또는 뷰가 존재하지 않습니다\n\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00䄈蓵翽\x00麗ꀪ㥦菼䐈蓵翽\x00傈㶉쇕鲑껠ⰚǼ\x00有톗숂\uf812꼐ⰚǼ\x00\ued08퀦撳飉긠ⰚǼ\x00 (942) (SQLExecDirectW)')"
